Date,Close,Open,High,Low,% Change,% Change Predict
8/4/2006,646.45,645.35,654.85,643.75,0.22%,0.24%
8/7/2006,647.98,644.17,652.17,644.17,0.24%,-0.65%
8/8/2006,643.75,647.75,650,641.25,-0.65%,1.07%
8/9/2006,650.65,644.25,655.3,636.5,1.07%,-2.38%
8/10/2006,635.17,650.48,654.12,634.27,-2.38%,-0.39%
8/11/2006,632.7,637.5,645.55,626.5,-0.39%,-0.55%
8/14/2006,629.2,633.4,633.4,623.9,-0.55%,-0.67%
8/15/2006,625,626.4,628.7,621,-0.67%,0.61%
8/16/2006,628.8,624.8,632.8,624,0.61%,-2.27%
8/17/2006,614.5,628.7,632.1,613.7,-2.27%,0.08%
8/18/2006,615,613.8,619.15,607.4,0.08%,2.08%
8/21/2006,627.8,614,628.5,613.8,2.08%,-0.60%
8/22/2006,624.05,628.15,629.25,620.85,-0.60%,-0.27%
8/23/2006,622.35,624.05,631.55,621.75,-0.27%,-0.08%
8/24/2006,621.85,621.75,626.7,619.25,-0.08%,0.23%
8/25/2006,623.25,620.25,624.65,618.55,0.23%,-1.48%
8/28/2006,614.05,622.35,624.25,613.25,-1.48%,-0.21%
8/29/2006,612.75,614.35,618.25,607.55,-0.21%,1.14%
8/30/2006,619.75,614.75,621.55,612.85,1.14%,1.15%
8/31/2006,626.9,619.1,627.6,618.1,1.15%,-0.22%
9/1/2006,625.5,625.3,628.1,620.05,-0.22%,0.16%
9/4/2006,626.5,625.05,628,625.05,0.16%,1.93%
9/5/2006,638.6,627.3,640.5,626.5,1.93%,-0.80%
9/6/2006,633.5,638.5,640.75,633.1,-0.80%,-2.65%
9/7/2006,616.7,633.5,636.5,615.3,-2.65%,-0.96%
9/8/2006,610.8,617.2,619.75,606.7,-0.96%,-3.12%
9/11/2006,591.75,610.15,611.15,583.35,-3.12%,-0.68%
9/12/2006,587.75,590.75,599.75,584.65,-0.68%,0.37%
9/13/2006,589.95,587.95,593.35,579.35,0.37%,-2.24%
9/14/2006,576.75,589.85,595.75,576.75,-2.24%,0.54%
9/15/2006,579.85,576.85,581.85,571.95,0.54%,1.55%
9/18/2006,588.85,581.35,589.25,578.55,1.55%,-2.24%
9/19/2006,575.65,588.05,589.25,575.65,-2.24%,0.17%
9/20/2006,576.6,573,586.8,572.8,0.17%,1.34%
9/21/2006,584.3,576.7,584.3,574.75,1.34%,0.68%
9/22/2006,588.3,585.5,593,584.5,0.68%,-0.27%
9/25/2006,586.7,589.25,591.1,582.5,-0.27%,0.85%
9/26/2006,591.7,587,594.25,586.3,0.85%,1.47%
9/27/2006,600.4,592.1,600.4,590,1.47%,0.42%
9/28/2006,602.9,602.6,607,600.9,0.42%,-0.76%
9/29/2006,598.3,601.25,604,595,-0.76%,-0.52%
10/2/2006,595.2,598.5,604.2,595.2,-0.52%,-3.44%
10/3/2006,574.7,596,598.25,574.2,-3.44%,-1.41%
10/4/2006,566.6,574.5,581,559.9,-1.41%,1.31%
10/5/2006,574,567.5,574.75,562.5,1.31%,-0.03%
10/6/2006,573.8,573.4,573.8,560.4,-0.03%,0.51%
10/9/2006,576.7,575.5,581.25,572,0.51%,-0.64%
10/10/2006,573,577.3,581.6,569.3,-0.64%,0.05%
10/11/2006,573.3,573.2,579.3,570.5,0.05%,0.92%
10/12/2006,578.6,573,579,571.2,0.92%,1.97%
10/13/2006,590,578.5,590.8,577.4,1.97%,1.02%
10/16/2006,596,591,596.3,590.25,1.02%,-0.94%
10/17/2006,590.4,597.25,598,585.9,-0.94%,-0.08%
10/18/2006,589.9,590.1,595.5,587.4,-0.08%,1.59%
10/19/2006,599.3,589.7,600.8,586.7,1.59%,-1.23%
10/20/2006,591.9,600.3,602.7,591.8,-1.23%,-1.66%
10/23/2006,582.05,590.75,593.25,579.85,-1.66%,0.40%
10/24/2006,584.35,581.75,584.45,573.85,0.40%,1.25%
10/25/2006,591.65,585.25,591.65,580.35,1.25%,0.83%
10/26/2006,596.55,591.75,599.25,590.45,0.83%,0.59%
10/27/2006,600.05,596.95,600.05,592.15,0.59%,0.74%
10/30/2006,604.5,599,611,598.7,0.74%,0.35%
10/31/2006,606.6,604.5,607.8,598.5,0.35%,1.90%
11/1/2006,618.1,606.4,619.2,605.7,1.90%,0.89%
11/2/2006,623.6,617.5,625.9,614.5,0.89%,0.71%
11/3/2006,628,624,629,617.5,0.71%,-0.78%
11/6/2006,623.1,626.5,629.9,622.9,-0.78%,0.29%
11/7/2006,624.9,623.1,629.4,622.2,0.29%,-1.46%
11/8/2006,615.77,625.27,626.98,613.27,-1.46%,2.91%
11/9/2006,633.7,615.9,636,615.4,2.91%,-0.79%
11/10/2006,628.7,633.4,637,626.5,-0.79%,-0.41%
11/13/2006,626.1,629.1,632.9,620.8,-0.41%,-0.83%
11/14/2006,620.9,625.6,629.4,619.5,-0.83%,0.27%
11/15/2006,622.6,621,625.5,615.8,0.27%,-0.63%
11/16/2006,618.7,623,628.6,618.2,-0.63%,0.53%
11/17/2006,622,618.9,622.7,614.8,0.53%,0.11%
11/20/2006,622.7,621.5,627,620.9,0.11%,0.69%
11/21/2006,627,623,629.6,622.25,0.69%,0.51%
11/22/2006,630.2,627.6,634.9,626.4,0.51%,0.17%
11/23/2006,631.25,630.3,631.8,629,0.17%,1.10%
11/24/2006,638.2,631,640.3,631,1.10%,0.49%
11/27/2006,641.3,639,642.25,637.2,0.49%,-0.20%
11/28/2006,640,640.8,642.2,632.7,-0.20%,-0.53%
11/29/2006,636.6,639.7,640.9,635,-0.53%,1.84%
11/30/2006,648.3,636.5,649,636.5,1.84%,-0.39%
12/1/2006,645.8,648,650,643.9,-0.39%,0.02%
12/4/2006,645.9,645.25,648.2,640.9,0.02%,-0.30%
12/5/2006,643.95,646.45,649.25,638.95,-0.30%,-1.93%
12/6/2006,631.55,643.65,643.65,629.95,-1.93%,0.16%
12/7/2006,632.55,631.25,632.85,625.65,0.16%,-1.17%
12/8/2006,625.15,634.15,638.55,625.15,-1.17%,0.85%
12/11/2006,630.45,625.15,631.05,623.35,0.85%,-0.06%
12/12/2006,630.05,630.35,631.5,627.05,-0.06%,-0.14%
12/13/2006,629.15,630.15,630.85,623.75,-0.14%,-0.49%
12/14/2006,626.05,628.75,629.55,625.55,-0.49%,-1.73%
12/15/2006,615.25,625.65,629.65,614.95,-1.73%,0.11%
12/18/2006,615.95,615.65,618.75,612.05,0.11%,1.10%
12/19/2006,622.75,616.35,622.95,615.35,1.10%,-0.34%
12/20/2006,620.65,622.95,624.75,619.35,-0.34%,-0.35%
12/21/2006,618.5,620.5,622.75,618.2,-0.35%,0.40%
12/22/2006,621,618.6,621.7,618.25,0.40%,-0.04%
12/25/2006,620.75,620.75,621.25,620.25,-0.04%,0.67%
12/26/2006,624.9,622.6,630,622.5,0.67%,0.38%
12/27/2006,627.3,624.8,629.6,624.2,0.38%,1.23%
12/28/2006,635,627.3,635.7,626.75,1.23%,0.28%
12/29/2006,636.8,634.8,636.8,632.3,0.28%,0.58%
1/2/2007,640.5,637.3,641.3,636.3,0.58%,-2.00%
1/3/2007,627.7,640.5,645.4,625.3,-2.00%,-0.91%
1/4/2007,622,627.5,630.7,622,-0.91%,-2.35%
1/5/2007,607.4,622,626.5,602.2,-2.35%,0.41%
1/8/2007,609.9,608.75,610.1,604.4,0.41%,0.59%
1/9/2007,613.5,609.8,616.2,606.5,0.59%,-0.29%
1/10/2007,611.7,613.6,614.5,606.2,-0.29%,0.03%
1/11/2007,611.9,611.6,616.25,609.2,0.03%,2.45%
1/12/2007,626.9,611.75,627.7,610.1,2.45%,-0.03%
1/15/2007,626.7,626.2,628.3,624.5,-0.03%,-0.21%
1/16/2007,625.4,626.5,628.2,622.9,-0.21%,1.04%
1/17/2007,631.9,625,634.3,620.7,1.04%,-0.62%
1/18/2007,628,631.8,636.9,627,-0.62%,1.19%
1/19/2007,635.5,627,636.5,626.9,1.19%,-0.41%
1/22/2007,632.9,635.75,640.1,632.7,-0.41%,2.16%
1/23/2007,646.6,633.25,648,633.1,2.16%,0.29%
1/24/2007,648.5,646.7,649.1,639,0.29%,-0.37%
1/25/2007,646.1,648.6,654.5,645.7,-0.37%,0.08%
1/26/2007,646.6,646.2,648.4,641.1,0.08%,-0.54%
1/29/2007,643.1,646.3,648.2,641.2,-0.54%,0.67%
1/30/2007,647.4,643.8,647.5,641.3,0.67%,0.90%
1/31/2007,653.2,647.2,655.2,642.6,0.90%,0.69%
2/1/2007,657.7,653,662,652.2,0.69%,-1.44%
2/2/2007,648.25,657.15,659.85,643.15,-1.44%,0.05%
2/5/2007,648.55,648.35,652.25,646.45,0.05%,0.80%
2/6/2007,653.75,648.35,658.75,648.25,0.80%,-0.32%
2/7/2007,651.65,653.55,656.85,651.55,-0.32%,1.40%
2/8/2007,660.75,651.65,660.95,648.05,1.40%,0.89%
2/9/2007,666.65,660.55,668.15,657.15,0.89%,-0.69%
2/12/2007,662.05,667.95,668.55,660,-0.69%,0.35%
2/13/2007,664.35,660.8,668.6,660.8,0.35%,0.72%
2/14/2007,669.15,664.35,672.2,663.75,0.72%,0.03%
2/15/2007,669.35,668.75,670.85,662.55,0.03%,-0.04%
2/16/2007,669.05,670.05,670.05,662.9,-0.04%,0.37%
2/19/2007,671.55,669.35,673.55,667.85,0.37%,-1.91%
2/20/2007,658.75,670.85,672.15,655.75,-1.91%,3.11%
2/21/2007,679.25,657.45,682.45,657.25,3.11%,-0.22%
2/22/2007,677.75,678.1,681.25,676.05,-0.22%,0.75%
2/23/2007,682.85,677.55,688.55,673.05,0.75%,0.66%
2/26/2007,687.35,681.65,689.35,681.65,0.66%,-1.07%
2/27/2007,680,687.1,689.7,675.3,-1.07%,-1.48%
2/28/2007,669.95,679.35,679.35,660.35,-1.48%,-0.81%
3/1/2007,664.55,669.55,677.55,661.55,-0.81%,-3.25%
3/2/2007,642.95,664.85,665.85,640.15,-3.25%,-1.11%
3/5/2007,635.8,643.8,645.2,633.5,-1.11%,1.81%
3/6/2007,647.3,636.3,648,632.8,1.81%,-0.21%
3/7/2007,645.95,646.25,650.85,642.85,-0.21%,0.83%
3/8/2007,651.3,649.5,656.2,647.6,0.83%,-0.16%
3/9/2007,650.27,651.58,658.38,649.48,-0.16%,0.14%
3/12/2007,651.2,649.25,654.25,646.1,0.14%,-1.18%
3/13/2007,643.5,650.5,652.2,643.4,-1.18%,0.09%
3/14/2007,644.1,643.3,646.2,637,0.09%,0.43%
3/15/2007,646.9,644,650.25,643.5,0.43%,0.93%
3/16/2007,652.9,646.9,655.6,646.2,0.93%,0.12%
3/19/2007,653.7,653.2,656.75,652.1,0.12%,0.70%
3/20/2007,658.3,654.5,661.1,652.9,0.70%,0.90%
3/21/2007,664.2,658.5,664.3,657.2,0.90%,-0.06%
3/22/2007,663.8,664.1,667.1,662.3,-0.06%,-1.01%
3/23/2007,657.1,663.9,664.7,655.5,-1.01%,1.02%
3/26/2007,663.8,657.75,665.6,657.3,1.02%,0.05%
3/27/2007,664.1,664.1,666.1,661.8,0.05%,0.23%
3/28/2007,665.6,664.9,670,663.8,0.23%,-0.65%
3/29/2007,661.3,666.7,666.7,655.3,-0.65%,0.35%
3/30/2007,663.6,661.8,668.4,660.9,0.35%,0.05%
4/2/2007,663.9,665.7,666.3,656.7,0.05%,0.02%
4/3/2007,664,664.8,668,662.3,0.02%,1.58%
4/4/2007,674.5,665.1,676.3,663.6,1.58%,-0.01%
4/5/2007,674.45,674.45,675.65,671.65,-0.01%,0.01%
4/6/2007,674.5,674,674.7,673.25,0.01%,-0.56%
4/9/2007,670.75,674,678.05,669.5,-0.56%,0.98%
4/10/2007,677.3,671.5,681.8,671.1,0.98%,0.00%
4/11/2007,677.3,677.8,681.1,674.5,0.00%,-0.19%
4/12/2007,676,677.5,680.3,671.6,-0.19%,1.42%
4/13/2007,685.6,676.5,686.3,675.9,1.42%,0.72%
4/16/2007,690.55,686.25,691.25,683.45,0.72%,-0.39%
4/17/2007,687.85,690.25,691.05,686.05,-0.39%,0.25%
4/18/2007,689.55,686.65,690.95,685.95,0.25%,-1.00%
4/19/2007,682.65,689.65,691.75,678.95,-1.00%,1.27%
4/20/2007,691.35,683.85,693.85,682.85,1.27%,-0.33%
4/23/2007,689.05,693.25,693.85,686.85,-0.33%,-0.83%
4/24/2007,683.35,689.55,691.95,681.15,-0.83%,0.34%
4/25/2007,685.65,683.65,686.95,682.05,0.34%,-1.56%
4/26/2007,674.95,685.55,687.15,671.4,-1.56%,0.89%
4/27/2007,680.95,674.65,682.15,670.95,0.89%,-0.40%
4/30/2007,678.25,681.45,682.15,676.05,-0.40%,-0.72%
5/1/2007,673.35,678.45,680.5,671.75,-0.72%,-0.07%
5/2/2007,672.85,673.95,675.25,667.55,-0.07%,1.41%
5/3/2007,682.35,672.75,682.95,671.95,1.41%,0.94%
5/4/2007,688.75,682.55,691.4,680.9,0.94%,-0.04%
5/7/2007,688.45,688.55,691.55,686.95,-0.04%,-0.45%
5/8/2007,685.35,689.25,689.45,682.35,-0.45%,-0.69%
5/9/2007,680.65,685.25,687.35,676.25,-0.69%,-2.09%
5/10/2007,666.45,680.65,681.65,664.75,-2.09%,0.69%
5/11/2007,671.05,666.35,673.25,664.85,0.69%,-0.16%
5/14/2007,669.95,671.55,675,666.25,-0.16%,0.33%
5/15/2007,672.15,669.75,674.25,665.25,0.33%,-1.49%
5/16/2007,662.15,672.55,673.95,660.15,-1.49%,-0.66%
5/17/2007,657.75,662.65,665.25,654.15,-0.66%,0.59%
5/18/2007,661.65,657.95,663.15,656.25,0.59%,0.26%
5/21/2007,663.35,662.75,664.55,657.35,0.26%,-0.65%
5/22/2007,659.05,662.95,665.25,658.05,-0.65%,0.35%
5/23/2007,661.35,659.85,665.45,657.75,0.35%,-1.00%
5/24/2007,654.75,661.85,663.25,652.05,-1.00%,0.21%
5/25/2007,656.15,654.45,657.55,653.75,0.21%,-0.08%
5/28/2007,655.65,655.5,658.85,653.85,-0.08%,0.17%
5/29/2007,656.75,656.2,662.6,654.25,0.17%,-0.47%
5/30/2007,653.65,656.4,659.55,652.35,-0.47%,1.12%
5/31/2007,660.95,653.2,662.7,653.2,1.12%,1.59%
6/1/2007,671.45,662.2,672.7,660.85,1.59%,-0.03%
6/4/2007,671.25,671.55,674.65,668.75,-0.03%,-0.16%
6/5/2007,670.15,671.75,674.7,669.45,-0.16%,0.10%
6/6/2007,670.85,670.35,672.75,665.35,0.10%,-1.70%
6/7/2007,659.45,670.65,673.15,658.55,-1.70%,-1.65%
6/8/2007,648.55,659.25,661.85,645.15,-1.65%,0.80%
6/11/2007,653.75,649.35,655.55,648.95,0.80%,-0.99%
6/12/2007,647.25,653.55,655.15,646.15,-0.99%,0.56%
6/13/2007,650.85,647.95,653.1,643.65,0.56%,0.17%
6/14/2007,651.95,651.35,654.75,646.6,0.17%,0.58%
6/15/2007,655.75,652.35,656.2,650.25,0.58%,0.09%
6/18/2007,656.35,655.65,659.8,655.05,0.09%,0.76%
6/19/2007,661.35,655.95,662.15,653.95,0.76%,-0.92%
6/20/2007,655.25,661.45,662.1,655.15,-0.92%,-0.50%
6/21/2007,651.95,654.75,657.2,648.25,-0.50%,0.37%
6/22/2007,654.35,651.85,656.95,650.95,0.37%,-0.45%
6/25/2007,651.4,654.2,654.9,649,-0.45%,-1.70%
6/26/2007,640.3,652,652,640.2,-1.70%,0.54%
6/27/2007,643.75,643.05,645.35,639.65,0.54%,0.78%
6/28/2007,648.75,642.75,650.4,641.75,0.78%,0.14%
6/29/2007,649.65,648.85,652.95,646.85,0.14%,1.19%
7/2/2007,657.35,651.5,659.55,648.85,1.19%,-0.59%
7/3/2007,653.5,656.9,658.3,652.2,-0.59%,0.11%
7/4/2007,654.2,653.1,655.15,653.1,0.11%,-0.67%
7/5/2007,649.8,654.1,656.85,646.1,-0.67%,0.94%
7/6/2007,655.9,649.5,656.2,645.4,0.94%,0.66%
7/9/2007,660.2,656.4,663.2,653.8,0.66%,0.50%
7/10/2007,663.5,660.4,665.2,659,0.50%,-0.36%
7/11/2007,661.1,663.7,666.3,660.1,-0.36%,0.95%
7/12/2007,667.4,660.4,669.45,660.4,0.95%,-0.01%
7/13/2007,667.3,666.8,668.85,663.7,-0.01%,-0.34%
7/16/2007,665,666.4,668.9,664,-0.34%,-0.03%
7/17/2007,664.8,665.2,667.45,662.4,-0.03%,1.22%
7/18/2007,672.9,664.6,674.3,664.6,1.22%,0.74%
7/19/2007,677.9,673.1,677.9,671.4,0.74%,0.86%
7/20/2007,683.7,677.6,686.4,675.4,0.86%,-0.34%
7/23/2007,681.4,684.1,685.1,680.55,-0.34%,0.12%
7/24/2007,682.2,681.9,687.5,681.3,0.12%,-1.01%
7/25/2007,675.3,682.2,682.2,670.9,-1.01%,-2.01%
7/26/2007,661.7,675.6,677,660.75,-2.01%,-0.05%
7/27/2007,661.4,663.1,667.4,657.3,-0.05%,0.57%
7/30/2007,665.2,661.1,665.9,660.2,0.57%,-0.26%
7/31/2007,663.5,665.2,669.2,663.5,-0.26%,0.57%
8/1/2007,667.3,663.4,667.5,659.4,0.57%,-0.34%
8/2/2007,665,667.5,667.65,662.8,-0.34%,1.25%
8/3/2007,673.3,665.7,674.6,665.2,1.25%,-0.22%
8/6/2007,671.8,672.9,676.8,669.1,-0.22%,0.09%
8/7/2007,672.4,672.1,673.15,666.6,0.09%,0.33%
8/8/2007,674.6,672.2,677,669.9,0.33%,-1.93%
8/9/2007,661.6,674.8,674.8,659.9,-1.93%,1.69%
8/10/2007,672.8,666.4,676.9,658.5,1.69%,-0.51%
8/13/2007,669.4,672.4,673.1,668.5,-0.51%,-0.03%
8/14/2007,669.2,669.2,671.7,666.15,-0.03%,-0.24%
8/15/2007,667.6,669.5,671.1,662.4,-0.24%,-2.22%
8/16/2007,652.8,667.4,668.2,641.5,-2.22%,0.67%
8/17/2007,657.2,650.3,663.8,645.8,0.67%,0.15%
8/20/2007,658.2,656.6,660.6,653.6,0.15%,-0.11%
8/21/2007,657.5,658.6,660.1,654.5,-0.11%,0.55%
8/22/2007,661.1,657.6,662.2,654.9,0.55%,-0.18%
8/23/2007,659.9,660.8,665.45,658.65,-0.18%,1.29%
8/24/2007,668.4,660.35,669.5,657.65,1.29%,-0.12%
8/27/2007,667.6,668.9,668.9,665.8,-0.12%,-0.75%
8/28/2007,662.6,667.1,668.5,662.2,-0.75%,0.74%
8/29/2007,667.5,662.2,669.05,661.8,0.74%,-0.36%
8/30/2007,665.1,667.7,668.1,663.5,-0.36%,1.19%
8/31/2007,673,665,674.7,664.7,1.19%,-0.10%
9/3/2007,672.35,673.25,673.75,671.25,-0.10%,1.45%
9/4/2007,682.1,672.9,683.8,671.6,1.45%,-0.06%
9/5/2007,681.7,682.4,683.5,678.5,-0.06%,2.02%
9/6/2007,695.5,681.6,698,681.05,2.02%,0.76%
9/7/2007,700.8,696.3,707.4,692.2,0.76%,0.30%
9/10/2007,702.9,700.4,707,699.3,0.30%,1.39%
9/11/2007,712.7,702.6,714.5,702.3,1.39%,-0.11%
9/12/2007,711.9,712.2,714.4,705.7,-0.11%,-0.46%
9/13/2007,708.6,711.3,712.5,703.8,-0.46%,-0.21%
9/14/2007,707.1,708,717.4,704.2,-0.21%,1.51%
9/17/2007,717.8,706.7,720.05,706.4,1.51%,0.84%
9/18/2007,723.8,717.4,724.5,712,0.84%,-0.29%
9/19/2007,721.7,724.1,726.4,720.75,-0.29%,1.62%
9/20/2007,733.4,721.6,738.7,721.2,1.62%,-0.30%
9/21/2007,731.2,734,739.4,727.3,-0.30%,-0.11%
9/24/2007,730.4,729.6,736.45,726.7,-0.11%,0.14%
9/25/2007,731.4,730.5,733.85,722.7,0.14%,-0.45%
9/26/2007,728.1,731.5,737.1,726.8,-0.45%,0.88%
9/27/2007,734.5,728,736.3,727.2,0.88%,1.31%
9/28/2007,744.1,734.2,745.9,733.6,1.31%,0.42%
10/1/2007,747.2,744.2,748.05,741.3,0.42%,-2.10%
10/2/2007,731.5,747.4,747.5,724.75,-2.10%,-0.53%
10/3/2007,727.6,732.1,736.4,726.5,-0.53%,1.39%
10/4/2007,737.7,728.6,738.6,721.1,1.39%,0.68%
10/5/2007,742.7,737.8,744.3,728.1,0.68%,-1.27%
10/8/2007,733.3,741.65,742.7,731.55,-1.27%,0.64%
10/9/2007,738,733.2,740.6,727.15,0.64%,0.41%
10/10/2007,741,738.2,746.2,737.5,0.41%,0.92%
10/11/2007,747.8,740.9,754,740.6,0.92%,0.24%
10/12/2007,749.6,748.3,752.5,745.2,0.24%,1.29%
10/15/2007,759.3,749.3,760.3,747.8,1.29%,0.12%
10/16/2007,760.2,759,767,754.4,0.12%,-0.68%
10/17/2007,755,760.65,765,754.5,-0.68%,1.54%
10/18/2007,766.6,755.3,766.6,755.1,1.54%,-0.18%
10/19/2007,765.2,768.15,770.4,758.5,-0.18%,-1.41%
10/22/2007,754.4,766.7,768.6,745.9,-1.41%,0.70%
10/23/2007,759.7,754.8,761.3,753,0.70%,0.55%
10/24/2007,763.9,759.6,764.35,754.3,0.55%,0.71%
10/25/2007,769.3,764.1,769.6,762,0.71%,2.09%
10/26/2007,785.4,769.2,786.1,768.6,2.09%,0.76%
10/29/2007,791.4,784.8,794.8,784.5,0.76%,-1.24%
10/30/2007,781.6,791.2,792.4,779.5,-1.24%,1.87%
10/31/2007,796.2,781.9,796.9,777.1,1.87%,-1.08%
11/1/2007,787.62,796.12,799.92,784.73,-1.08%,2.52%
11/2/2007,807.5,787.9,808.1,787.4,2.52%,-0.12%
11/5/2007,806.5,807.4,811.3,801.3,-0.12%,2.19%
11/6/2007,824.2,806.5,824.7,806.3,2.19%,0.97%
11/7/2007,832.2,825.1,845.8,822.7,0.97%,-0.07%
11/8/2007,831.6,830.5,845.7,824,-0.07%,0.01%
11/9/2007,831.7,832.7,839.3,827.6,0.01%,-3.38%
11/12/2007,803.6,830.9,831,797.9,-3.38%,-0.37%
11/13/2007,800.6,803.5,809.1,791.2,-0.37%,1.40%
11/14/2007,811.8,801,816,800.1,1.40%,-2.86%
11/15/2007,788.6,811.6,818.3,782.75,-2.86%,-0.16%
11/16/2007,787.3,789,797.65,784,-0.16%,-0.71%
11/19/2007,781.7,786.5,794.3,775.3,-0.71%,2.81%
11/20/2007,803.7,781.9,803.7,773,2.81%,-0.19%
11/21/2007,802.2,804.5,807.4,794.8,-0.19%,0.27%
11/22/2007,804.4,800.45,805.8,798.3,0.27%,2.36%
11/23/2007,823.4,804.6,826.1,803,2.36%,-0.10%
11/26/2007,822.6,821.4,837.1,821.4,-0.10%,-1.35%
11/27/2007,811.5,824.4,829.5,808.3,-1.35%,-0.76%
11/28/2007,805.3,812.5,815.7,791.7,-0.76%,-1.50%
11/29/2007,793.2,803.9,808.3,793,-1.50%,-1.30%
11/30/2007,782.9,793.1,799.4,779.1,-1.30%,1.10%
12/3/2007,791.5,783.1,791.8,777.4,1.10%,1.48%
12/4/2007,803.2,791.8,805.9,787,1.48%,-0.97%
12/5/2007,795.4,802.1,807.1,791.6,-0.97%,0.92%
12/6/2007,802.7,794.6,805.75,785.4,0.92%,-0.88%
12/7/2007,795.6,802.6,805.2,791.4,-0.88%,1.75%
12/10/2007,809.5,794.8,812.5,794.3,1.75%,-1.48%
12/11/2007,797.5,808.6,813.4,797.2,-1.48%,2.04%
12/12/2007,813.8,797.8,817.4,797.1,2.04%,-2.02%
12/13/2007,797.4,813.9,813.9,792,-2.02%,-0.31%
12/14/2007,794.9,797.6,803.9,788,-0.31%,-0.40%
12/17/2007,791.7,793.8,798.9,785.4,-0.40%,1.33%
12/18/2007,802.2,792.9,806.6,790.4,1.33%,0.00%
12/19/2007,802.2,802.9,805,797.9,0.00%,-0.69%
12/20/2007,796.7,802.4,803.4,793.6,-0.69%,1.77%
12/21/2007,810.8,796.7,812.6,795.7,1.77%,0.14%
12/24/2007,811.9,811.7,815.2,808.4,0.14%,-0.60%
12/25/2007,807,811.7,812.2,804.15,-0.60%,2.23%
12/26/2007,825,808.65,826.5,808.2,2.23%,-0.02%
12/27/2007,824.8,824.4,831.6,821.7,-0.02%,1.72%
12/28/2007,839,825.9,840.2,824.8,1.72%,-0.64%
12/31/2007,833.6,839.5,843.6,832.1,-0.64%,0.01%
1/1/2008,833.7,833.7,833.8,833.6,0.01%,2.82%
1/2/2008,857.2,837,861.5,834.7,2.82%,0.72%
1/3/2008,863.4,857,869.45,853.4,0.72%,-0.22%
1/4/2008,861.5,863.7,868.9,854.6,-0.22%,-0.42%
1/7/2008,857.9,860.8,865.2,855.6,-0.42%,2.31%
1/8/2008,877.7,857.9,881.5,856.9,2.31%,0.01%
1/9/2008,877.8,877.7,891.8,872,0.01%,1.74%
1/10/2008,893.1,878.5,895.3,866.4,1.74%,0.30%
1/11/2008,895.75,892.65,898.35,887.5,0.30%,1.05%
1/14/2008,905.2,898,914.4,892.6,1.05%,-1.14%
1/15/2008,894.85,903.75,914.15,893.65,-1.14%,-1.93%
1/16/2008,877.55,889.85,899.6,874.55,-1.93%,0.02%
1/17/2008,877.75,878.55,890.45,875.85,0.02%,0.77%
1/18/2008,884.55,877.25,888.55,870.45,0.77%,-2.06%
1/21/2008,866.35,881.6,882.85,858.75,-2.06%,2.80%
1/22/2008,890.65,861.6,894.65,849.85,2.80%,-0.13%
1/23/2008,889.45,890.65,895.95,876.75,-0.13%,2.01%
1/24/2008,907.35,891.1,910.85,889.1,2.01%,0.68%
1/25/2008,913.5,913,923.9,908.5,0.68%,1.57%
1/28/2008,927.85,915.6,929.55,914.85,1.57%,-0.43%
1/29/2008,923.85,927.35,933.45,917.1,-0.43%,0.56%
1/30/2008,929,923.75,933,917.2,0.56%,-0.36%
1/31/2008,925.62,927.62,929.23,919.23,-0.36%,-1.65%
2/1/2008,910.38,924.38,936.88,905.08,-1.65%,-0.62%
2/4/2008,904.75,906.1,912.6,892,-0.62%,-1.94%
2/5/2008,887.2,903.85,906.6,885.65,-1.94%,1.53%
2/6/2008,900.75,887.1,907.55,886.15,1.53%,0.93%
2/7/2008,909.15,900.1,911.35,896.65,0.93%,1.01%
2/8/2008,918.35,905.35,920.45,905.35,1.01%,0.70%
2/11/2008,924.75,921.35,927.25,916,0.70%,-2.02%
2/12/2008,906.1,924.2,925,903.1,-2.02%,-0.11%
2/13/2008,905.1,906.5,910.4,896.5,-0.11%,0.34%
2/14/2008,908.2,906.7,914.2,901.9,0.34%,-0.61%
2/15/2008,902.7,908.7,915.6,898.3,-0.61%,0.41%
2/18/2008,906.4,903.2,909.65,900.5,0.41%,2.34%
2/19/2008,927.6,905.6,930.8,905.15,2.34%,1.87%
2/20/2008,944.9,927.9,945.6,913.7,1.87%,0.00%
2/21/2008,944.9,943.9,954,937.9,0.00%,0.06%
2/22/2008,945.5,944.9,949.8,935.7,0.06%,-0.60%
2/25/2008,939.8,946,952.3,933.1,-0.60%,0.97%
2/26/2008,948.9,940.2,948.9,926.8,0.97%,0.98%
2/27/2008,958.2,948.2,965.1,948.1,0.98%,1.16%
2/28/2008,969.35,957.65,969.35,953.35,1.16%,0.32%
2/29/2008,972.48,956.58,976.27,956.58,0.32%,1.16%
3/3/2008,983.8,973.4,989.7,973.4,1.16%,-2.07%
3/4/2008,963.4,983.9,988.3,960.8,-2.07%,2.58%
3/5/2008,988.3,964.2,992.2,959.85,2.58%,-1.03%
3/6/2008,978.1,988.6,992.3,965.3,-1.03%,-0.48%
3/7/2008,973.4,978.8,988.4,969.8,-0.48%,0.00%
3/10/2008,973.4,973.4,980.8,961.4,0.00%,0.00%
3/11/2008,973.4,973.6,985.7,964.75,0.00%,1.04%
3/12/2008,983.5,973.1,983.5,968.5,1.04%,1.20%
3/13/2008,995.3,983.7,"1,000.30",981.8,1.20%,-0.21%
